date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:43:58	56272/56272	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2000:30:45%20GMT	http://betsyhodges.org/	betsyhodges.org/index.html	(from )
18:43:58	121/121	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	date:Tue,%2024%20Jan%202017%2018:43:57%20GMT	http://betsyhodges.org/robots.txt		(from )
18:44:00	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2024%20Jan%202017%2018:43:58%20GMT	http://betsyhodges.org/xmlrpc.php	betsyhodges.org/xmlrpc.php	(from http://betsyhodges.org/)
18:44:01	33274/33274	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22927b36ec16c3dd92bb7db70095ac5ac9-gzip%22	http://betsyhodges.org/feed/	betsyhodges.org/feed/index.html	(from http://betsyhodges.org/)
18:44:01	305/305	U--M-Z	200	updated ('OK')	text/calendar	date:Tue,%2024%20Jan%202017%2018:43:58%20GMT	http://betsyhodges.org/events/?ical=1	betsyhodges.org/events/indexedf3.html	(from http://betsyhodges.org/)
18:44:01	726/726	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22f9cb9dbe7b3f1c1e6af1b04838863d71-gzip%22	http://betsyhodges.org/comments/feed/	betsyhodges.org/comments/feed/index.html	(from http://betsyhodges.org/)
18:44:01	153201/153201	U-----	200	untouched ('OK')	text/css	date:Tue,%2010%20Jan%202017%2012:24:39%20GMT	http://betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css	betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css	(from http://betsyhodges.org/)
18:44:01	7746/7746	U-----	200	untouched ('OK')	text/css	date:Tue,%2010%20Jan%202017%2012:24:39%20GMT	http://betsyhodges.org/wp-content/cache/wpfc-minified/587a0cae35691a7bb65e95850cc1d12d/1484051079index.css	betsyhodges.org/wp-content/cache/wpfc-minified/587a0cae35691a7bb65e95850cc1d12d/1484051079index.css	(from http://betsyhodges.org/)
18:44:01	595402/595402	U-----	200	untouched ('OK')	text/css	date:Sat,%2021%20Jan%202017%2014:44:32%20GMT	http://betsyhodges.org/wp-content/cache/wpfc-minified/659b710c1f65ad5c7a37570cce484567/1485009872index.css	betsyhodges.org/wp-content/cache/wpfc-minified/659b710c1f65ad5c7a37570cce484567/1485009872index.css	(from http://betsyhodges.org/)
18:44:02	107413/107413	U-----	200	untouched ('')	application/javascript	date:Wed,%2004%20Jan%202017%2017:47:05%20GMT	http://betsyhodges.org/wp-content/cache/wpfc-minified/f2d39a1fca620e07fd2cb97044b6c1b4/1483552025index.js	betsyhodges.org/wp-content/cache/wpfc-minified/f2d39a1fca620e07fd2cb97044b6c1b4/1483552025index.js	(from http://betsyhodges.org/)
18:44:02	694/694	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%221713f085408233eec3232e97d4a1dfcd-gzip%22	http://betsyhodges.org/home-2/feed/	betsyhodges.org/home-2/feed/index.html	(from http://betsyhodges.org/)
18:44:02	77236/77236	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2013:33:44%20GMT	http://betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/	betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/index.html	(from http://betsyhodges.org/)
18:44:03	57988/57988	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2001:00:47%20GMT	http://betsyhodges.org/2017/01/02/news-release-jorge-contreras-to-manage-mayor-hodges-reelection-campaign/	betsyhodges.org/2017/01/02/news-release-jorge-contreras-to-manage-mayor-hodges-reelection-campaign/index.html	(from http://betsyhodges.org/)
18:44:03	55727/55727	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2007:35:54%20GMT	http://betsyhodges.org/2017/01/19/we-stand-united/	betsyhodges.org/2017/01/19/we-stand-united/index.html	(from http://betsyhodges.org/)
18:44:04	49228/49228	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2001:21:38%20GMT	http://betsyhodges.org/news/	betsyhodges.org/news/index.html	(from http://betsyhodges.org/)
18:44:04	2313/2313	U--M-Z	200	updated ('OK')	text/xml	date:Tue,%2024%20Jan%202017%2018:44:02%20GMT	http://betsyhodges.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbetsyhodges.org%2F&format=xml	betsyhodges.org/wp-json/oembed/1.0/embedf005	(from http://betsyhodges.org/)
18:44:05	2214/2214	U--M-Z	200	updated ('OK')	application/json	date:Tue,%2024%20Jan%202017%2018:44:02%20GMT	http://betsyhodges.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbetsyhodges.org%2F	betsyhodges.org/wp-json/oembed/1.0/embedb8f8.json	(from http://betsyhodges.org/)
18:44:05	7011/7011	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:06%20GMT	http://betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/frontend-builder-global-functions.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/frontend-builder-global-functions29f6.js	(from http://betsyhodges.org/)
18:44:05	1378/1378	U-----	200	untouched ('')	application/javascript	date:Fri,%2020%20Jan%202017%2017:51:21%20GMT	http://betsyhodges.org/wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122	betsyhodges.org/wp-content/plugins/jetpack/modules/photon/photonb3d9.js	(from http://betsyhodges.org/)
18:44:05	70851/70851	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2024%20Jan%202017%2018:44:02%20GMT	http://betsyhodges.org/wp-json/	betsyhodges.org/wp-json/index.html	(from http://betsyhodges.org/)
18:44:05	2518/2518	U-----	200	untouched ('')	application/javascript	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/js/idle-timer.min.js?ver=1.3.2	betsyhodges.org/wp-content/plugins/monarch/js/idle-timer.min9e1e.js	(from http://betsyhodges.org/)
18:44:06	7994/7994	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Dec%202016%2015:28:16%20GMT	http://betsyhodges.org/wp-includes/js/imagesloaded.min.js?ver=3.2.0	betsyhodges.org/wp-includes/js/imagesloaded.min55a0.js	(from http://betsyhodges.org/)
18:44:06	24204/24204	U-----	200	untouched ('')	application/javascript	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/js/custom.js?ver=1.3.2	betsyhodges.org/wp-content/plugins/monarch/js/custom9e1e.js	(from http://betsyhodges.org/)
18:44:06	7801/7801	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:13%20GMT	http://betsyhodges.org/wp-content/themes/Extra/scripts/ext/jquery.waypoints.min.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/scripts/ext/jquery.waypoints.min29f6.js	(from http://betsyhodges.org/)
18:44:07	2490/2490	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:13%20GMT	http://betsyhodges.org/wp-content/themes/Extra/scripts/ext/jquery.fitvids.min.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/scripts/ext/jquery.fitvids.min29f6.js	(from http://betsyhodges.org/)
18:44:07	28954/28954	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Dec%202016%2015:28:16%20GMT	http://betsyhodges.org/wp-includes/js/masonry.min.js?ver=3.3.2	betsyhodges.org/wp-includes/js/masonry.mind617.js	(from http://betsyhodges.org/)
18:44:07	3221/3221	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:06%20GMT	http://betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/jquery.fitvids.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/jquery.fitvids29f6.js	(from http://betsyhodges.org/)
18:44:07	56174/56174	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:13%20GMT	http://betsyhodges.org/wp-content/themes/Extra/scripts/scripts.min.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/scripts/scripts.min29f6.js	(from http://betsyhodges.org/)
18:44:07	66598/66598	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2018:44:04%20GMT	http://betsyhodges.org/biography-and-results/	betsyhodges.org/biography-and-results/index.html	(from http://betsyhodges.org/)
18:44:07	7784/7784	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:06%20GMT	http://betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/jquery.mobile.custom.min.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/jquery.mobile.custom.min29f6.js	(from http://betsyhodges.org/)
18:44:07	22380/22380	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:06%20GMT	http://betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/jquery.magnific-popup.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/jquery.magnific-popup29f6.js	(from http://betsyhodges.org/)
18:44:07	77848/77848	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2024%20Jan%202017%2018:44:05%20GMT	http://betsyhodges.org/join-team-betsy/	betsyhodges.org/join-team-betsy/index.html	(from http://betsyhodges.org/)
18:44:08	112142/112142	---M-Z	200	added ('OK')	text/css	date:Tue,%2024%20Jan%202017%2016:45:30%20GMT	http://betsyhodges.org/wp-content/cache/wpfc-minified/411290eae2b3c0dd5d8f0383365dfc69/1485276330index.css	betsyhodges.org/wp-content/cache/wpfc-minified/411290eae2b3c0dd5d8f0383365dfc69/1485276330index.css	(from http://betsyhodges.org/biography-and-results/)
18:44:08	6969/6969	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jan%202017%2015:48:43%20GMT	http://betsyhodges.org/wp-content/plugins/formcraft3/assets/js/src/fc_modal.js?ver=4.7.1	betsyhodges.org/wp-content/plugins/formcraft3/assets/js/src/fc_modal6996.js	(from http://betsyhodges.org/biography-and-results/)
18:44:08	8171/8171	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jan%202017%2015:48:43%20GMT	http://betsyhodges.org/wp-content/plugins/formcraft3/assets/js/vendor/tooltip.min.js?ver=4.7.1	betsyhodges.org/wp-content/plugins/formcraft3/assets/js/vendor/tooltip.min6996.js	(from http://betsyhodges.org/biography-and-results/)
18:44:08	4000/4000	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202016%2015:28:16%20GMT	http://betsyhodges.org/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	betsyhodges.org/wp-includes/js/jquery/ui/core.mine899.js	(from http://betsyhodges.org/biography-and-results/)
18:44:09	6908/6908	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202016%2015:28:16%20GMT	http://betsyhodges.org/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	betsyhodges.org/wp-includes/js/jquery/ui/widget.mine899.js	(from http://betsyhodges.org/biography-and-results/)
18:44:09	3148/3148	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202016%2015:28:16%20GMT	http://betsyhodges.org/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	betsyhodges.org/wp-includes/js/jquery/ui/mouse.mine899.js	(from http://betsyhodges.org/biography-and-results/)
18:44:09	57030/57030	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jan%202017%2015:48:45%20GMT	http://betsyhodges.org/wp-content/plugins/formcraft3/assets/js/form.min.js?ver=3.2.26	betsyhodges.org/wp-content/plugins/formcraft3/assets/js/form.min2c74.js	(from http://betsyhodges.org/biography-and-results/)
18:44:09	4321/4321	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jan%202017%2015:48:43%20GMT	http://betsyhodges.org/wp-content/plugins/formcraft3/assets/js/vendor/toastr.min.js?ver=4.7.1	betsyhodges.org/wp-content/plugins/formcraft3/assets/js/vendor/toastr.min6996.js	(from http://betsyhodges.org/biography-and-results/)
18:44:10	1398/1398	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Dec%202016%2015:28:16%20GMT	http://betsyhodges.org/wp-includes/js/wp-embed.min.js?ver=4.7.1	betsyhodges.org/wp-includes/js/wp-embed.min6996.js	(from http://betsyhodges.org/)
18:44:10	111696/111696	---M-Z	200	added ('OK')	text/css	date:Tue,%2024%20Jan%202017%2015:48:45%20GMT	http://betsyhodges.org/wp-content/plugins/formcraft3/assets/css/form.min.css?ver=3.2.26	betsyhodges.org/wp-content/plugins/formcraft3/assets/css/form.min2c74.css	(from http://betsyhodges.org/join-team-betsy/)
18:44:10	150058/150058	U-----	200	untouched ('')	application/javascript	date:Thu,%2019%20Jan%202017%2021:19:06%20GMT	http://betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/frontend-builder-scripts.js?ver=2.0.28	betsyhodges.org/wp-content/themes/Extra/includes/builder/scripts/frontend-builder-scripts29f6.js	(from http://betsyhodges.org/)
18:44:10	3330/3330	U-----	200	untouched ('')	application/javascript	date:Fri,%2020%20Jan%202017%2017:51:19%20GMT	http://betsyhodges.org/wp-content/plugins/jetpack/_inc/jquery.spin.js?ver=1.3	betsyhodges.org/wp-content/plugins/jetpack/_inc/jquery.spin4e44.js	(from http://betsyhodges.org/)
18:44:10	10197/10197	U-----	200	untouched ('')	application/javascript	date:Fri,%2020%20Jan%202017%2017:51:19%20GMT	http://betsyhodges.org/wp-content/plugins/jetpack/_inc/spin.js?ver=1.3	betsyhodges.org/wp-content/plugins/jetpack/_inc/spin4e44.js	(from http://betsyhodges.org/)
18:44:10	53098/53098	U-----	200	untouched ('')	application/javascript	date:Fri,%2020%20Jan%202017%2017:51:21%20GMT	http://betsyhodges.org/wp-content/plugins/jetpack/modules/carousel/jetpack-carousel.js?ver=20160325	betsyhodges.org/wp-content/plugins/jetpack/modules/carousel/jetpack-carousel76f4.js	(from http://betsyhodges.org/)
18:44:11	15260/15260	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.eot?	betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarchd41d.eot	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css)
18:44:11	15260/15260	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.eot	betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.eot	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css)
18:44:11	15172/15172	U-----	200	untouched ('')	x-font/woff	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.woff	betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.woff	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css)
18:44:11	15096/15096	U-----	200	untouched ('')	application/x-font-ttf	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.ttf	betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.ttf	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css)
18:44:11	53191/53191	U-----	200	untouched ('OK')	image/svg+xml	date:Thu,%2029%20Dec%202016%2015:45:57%20GMT	http://betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.svg	betsyhodges.org/wp-content/plugins/monarch/css/fonts/monarch.svg	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/40a8639b459c864efc39d91a09cc8416/1484051079index.css)
18:44:11	83084/83084	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202017%2021:19:10%20GMT	http://betsyhodges.org/wp-content/themes/Extra/core/admin/fonts/modules.eot	betsyhodges.org/wp-content/themes/Extra/core/admin/fonts/modules.eot	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/659b710c1f65ad5c7a37570cce484567/1485009872index.css)
18:44:11	14520/14520	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202017%2021:19:10%20GMT	http://betsyhodges.org/wp-content/themes/Extra/fonts/ET-Extra.eot	betsyhodges.org/wp-content/themes/Extra/fonts/ET-Extra.eot	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/659b710c1f65ad5c7a37570cce484567/1485009872index.css)
18:44:12	83084/83084	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202017%2021:19:10%20GMT	http://betsyhodges.org/wp-content/themes/Extra/core/admin/fonts/modules.eot?	betsyhodges.org/wp-content/themes/Extra/core/admin/fonts/modulesd41d.eot	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/659b710c1f65ad5c7a37570cce484567/1485009872index.css)
18:44:12	14520/14520	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202017%2021:19:10%20GMT	http://betsyhodges.org/wp-content/themes/Extra/fonts/ET-Extra.eot?	betsyhodges.org/wp-content/themes/Extra/fonts/ET-Extrad41d.eot	(from http://betsyhodges.org/wp-content/cache/wpfc-minified/659b710c1f65ad5c7a37570cce484567/1485009872index.css)
18:44:14	846/846	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%220e815db9caaf9756e3e9fc64266ab76d-gzip%22	http://betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/feed/	betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/feed/index.html	(from http://betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/)
18:44:14	1121/1121	U-----	200	untouched ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202017%2021:19:10%20GMT	http://betsyhodges.org/wp-content/themes/Extra/images/post-format-thumb-text.svg	betsyhodges.org/wp-content/themes/Extra/images/post-format-thumb-text.svg	(from http://betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/)
18:44:14	2800/2800	U--M-Z	200	updated ('OK')	text/xml	date:Tue,%2024%20Jan%202017%2018:44:12%20GMT	http://betsyhodges.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbetsyhodges.org%2F2016%2F12%2F15%2Freelection-campaign-launch-announcement-speech%2F&format=xml	betsyhodges.org/wp-json/oembed/1.0/embed1194	(from http://betsyhodges.org/2016/12/15/reelection-campaign-launch-announcement-speech/)
